,Test Y,Pred Y
123,0.0,0.36744195
124,1.0,0.40025967
125,0.0,0.72936606
126,1.0,0.54703337
127,0.0,0.46648934
128,0.0,0.21068811
129,0.0,0.20968035
130,1.0,0.49114448
131,0.0,0.35765752
132,0.0,0.59961665
133,0.0,0.40964344
134,0.0,0.6233122
135,0.0,0.19714248
136,0.0,0.7603501
137,0.0,0.31796002
138,0.0,0.22575751
139,0.0,0.3272002
140,0.0,0.44910568
141,0.0,0.4280079
142,0.0,0.31875545
143,0.0,0.28763068
144,0.0,0.34590954
145,0.0,0.17685787
146,0.0,0.3405108
147,0.0,0.44275576
148,0.0,0.25248605
149,0.0,0.39253286
150,0.0,0.42801064
151,0.0,0.33346823
152,0.0,0.537883
153,0.0,0.28402993
154,0.0,0.31431216
155,0.0,0.25147644
156,0.0,0.29096293
157,1.0,0.6348518
158,0.0,0.32715672
159,1.0,0.69396764
160,0.0,0.32419008
161,0.0,0.35764122
162,0.0,0.25973535
163,0.0,0.31504285
164,0.0,0.43024006
165,0.0,0.25530794
166,0.0,0.74199945
167,0.0,0.40724593
168,1.0,0.6497178
169,0.0,0.5991292
170,0.0,0.2812401
171,0.0,0.24274547
172,0.0,0.49379033
173,0.0,0.2867213
174,0.0,0.31963527
175,0.0,0.6956868
176,0.0,0.20809305
177,0.0,0.6702031
178,0.0,0.3990722
179,1.0,0.3785438
180,1.0,0.40174353
181,0.0,0.36188817
182,0.0,0.51844156
183,1.0,0.55712396
184,1.0,0.44248548
185,0.0,0.26232952
186,0.0,0.69215065
187,0.0,0.36968657
188,0.0,0.20601723
189,0.0,0.25359747
190,0.0,0.22116868
191,0.0,0.53553593
192,0.0,0.50988746
193,0.0,0.37392196
194,0.0,0.25605318
195,0.0,0.22490026
196,0.0,0.29423746
197,0.0,0.17316753
198,0.0,0.7115787
199,0.0,0.65417534
200,0.0,0.30482143
201,0.0,0.70265704
202,0.0,0.28187168
203,0.0,0.42788026
204,1.0,0.6842294
205,1.0,0.8955655
206,1.0,0.18348116
207,0.0,0.49618283
208,1.0,0.35449088
209,0.0,0.4175786
210,0.0,0.25183544
211,0.0,0.36063862
212,1.0,0.538939
213,0.0,0.54897034
214,0.0,0.53865695
215,0.0,0.39403397
216,1.0,0.46059012
217,0.0,0.37068075
218,0.0,0.26555082
219,1.0,0.8481804
220,1.0,0.48189923
221,0.0,0.7292497
222,0.0,0.22907737
223,1.0,0.25125355
224,0.0,0.35652974
225,0.0,0.45993432
226,0.0,0.51573956
227,0.0,0.27715594
228,0.0,0.7148874
229,0.0,0.2832685
230,0.0,0.19606212
231,1.0,0.73820424
232,0.0,0.20184568
233,1.0,0.6454738
234,0.0,0.39554057
235,0.0,0.49729672
236,0.0,0.38392857
237,0.0,0.37265626
238,0.0,0.43453556
239,0.0,0.39406174
240,0.0,0.34013897
241,0.0,0.42821708
242,0.0,0.30588168
243,0.0,0.24843605
244,0.0,0.29237443
245,1.0,0.29538527
246,0.0,0.2346664
247,0.0,0.5573926
248,0.0,0.51605135
249,0.0,0.4954434
250,0.0,0.27748117
251,1.0,0.7646661
252,0.0,0.21708514
253,0.0,0.18080372
254,0.0,0.21861866
255,0.0,0.40381488
256,1.0,0.26340726
257,0.0,0.19671975
258,0.0,0.2294474
259,1.0,0.74949366
260,0.0,0.35613307
261,0.0,0.4184934
262,0.0,0.24852832
263,1.0,0.36895898
264,0.0,0.46381438
265,0.0,0.53633755
266,1.0,0.5623538
267,0.0,0.41193604
268,0.0,0.21486898
269,0.0,0.37735122
270,0.0,0.2982247
271,0.0,0.51095897
272,0.0,0.2575899
273,0.0,0.30783954
274,0.0,0.3330117
275,0.0,0.21876672
276,0.0,0.17631279
277,0.0,0.46891207
278,0.0,0.28511155
279,0.0,0.1826865
280,0.0,0.32616997
281,0.0,0.3806677
282,0.0,0.5459023
283,0.0,0.33481175
284,1.0,0.34255594
285,0.0,0.30885082
286,0.0,0.16243148
287,0.0,0.2547283
288,0.0,0.5426403
289,1.0,0.41882697
290,1.0,0.44431987
291,0.0,0.7096379
292,0.0,0.35016087
293,0.0,0.12407545
294,0.0,0.678459
295,0.0,0.48983178
296,0.0,0.44370085
297,0.0,0.42913285
298,0.0,0.5572567
299,0.0,0.29009295
300,0.0,0.33493644
301,0.0,0.30624747
302,0.0,0.4065388
303,1.0,0.5425713
304,0.0,0.5327116
305,0.0,0.34825575
306,0.0,0.41418317
307,1.0,0.25971708
308,0.0,0.40058297
309,0.0,0.5745827
310,0.0,0.55928314
311,0.0,0.39928636
312,0.0,0.46486098
313,0.0,0.29031882
314,0.0,0.37250876
315,1.0,0.34441602
316,0.0,0.2972149
317,0.0,0.35121843
318,0.0,0.65483725
319,0.0,0.5938384
320,0.0,0.2811332
321,0.0,0.32083967
322,1.0,0.29039946
323,0.0,0.47408405
324,0.0,0.25054207
325,0.0,0.6316751
326,0.0,0.28477368
327,0.0,0.26500958
328,0.0,0.39191687
329,1.0,0.26459768
330,1.0,0.4269604
331,0.0,0.25369173
332,1.0,0.79578346
333,0.0,0.29163077
334,0.0,0.34458843
335,0.0,0.34381953
336,0.0,0.3148493
337,0.0,0.24563502
338,0.0,0.15318532
339,0.0,0.23428926
340,0.0,0.58590853
341,0.0,0.57850647
342,1.0,0.48754486
343,0.0,0.24301031
344,0.0,0.42289916
345,0.0,0.5003625
346,0.0,0.29403272
347,1.0,0.16342314
348,0.0,0.22888905
349,0.0,0.40990666
350,0.0,0.3386205
351,1.0,0.29181015
352,0.0,0.2587496
353,0.0,0.7367798
354,0.0,0.36961314
355,0.0,0.2998788
356,0.0,0.2624195
357,0.0,0.34923849
358,0.0,0.25181863
359,0.0,0.5040307
360,0.0,0.5992457
361,0.0,0.20502196
362,0.0,0.25482762
363,0.0,0.74004835
364,0.0,0.7378186
365,0.0,0.29047054
366,0.0,0.43691814
367,0.0,0.21071382
368,1.0,0.6253446
369,0.0,0.22032738
370,0.0,0.43175256
371,0.0,0.16015668
372,0.0,0.52997875
373,0.0,0.3700514
374,1.0,0.76818323
375,0.0,0.14470187
376,0.0,0.31862268
377,1.0,0.54655117
378,0.0,0.3778858
379,0.0,0.45390522
380,0.0,0.3426651
381,0.0,0.20378225
382,1.0,0.67235273
383,0.0,0.40218562
384,0.0,0.3938417
385,0.0,0.287479
386,0.0,0.4240494
387,0.0,0.518302
388,0.0,0.38340232
389,0.0,0.3681247
390,0.0,0.5460662
391,0.0,0.26081118
392,1.0,0.3414271
393,0.0,0.5944158
394,0.0,0.6359173
395,1.0,0.6717218
396,1.0,0.7011321
397,0.0,0.30882838
398,0.0,0.38238105
399,0.0,0.39088982
400,0.0,0.41828638
401,1.0,0.32001016
402,0.0,0.61688316
403,1.0,0.5625315
404,0.0,0.2715254
405,0.0,0.38999552
406,0.0,0.20109333
407,0.0,0.2415776
408,0.0,0.18751583
409,0.0,0.20973393
410,0.0,0.123523146
411,0.0,0.56470114
412,0.0,0.42594606
413,0.0,0.43344587
414,0.0,0.38373667
415,0.0,0.18133482
416,0.0,0.52278
417,1.0,0.6343651
418,0.0,0.37446728
419,1.0,0.24302633
420,1.0,0.68056095
421,0.0,0.25283957
422,0.0,0.33248228
423,0.0,0.6970382
424,0.0,0.60858697
425,0.0,0.37185824
426,0.0,0.23258379
427,1.0,0.608656
428,0.0,0.35228702
429,0.0,0.43931347
430,1.0,0.41541433
431,1.0,0.35405868
432,1.0,0.64684135
433,0.0,0.29682818
434,0.0,0.37928402
435,1.0,0.5387309
436,0.0,0.480918
437,0.0,0.3283993
438,1.0,0.353296
439,1.0,0.4724089
440,0.0,0.38592106
441,0.0,0.1377557
442,0.0,0.7364738
443,0.0,0.47457093
444,0.0,0.2686618
445,0.0,0.6476931
446,0.0,0.26015797
447,0.0,0.41278034
448,0.0,0.39676556
449,0.0,0.5774793
450,0.0,0.24449816
451,0.0,0.44468763
452,0.0,0.33732665
453,0.0,0.26343405
454,0.0,0.35025695
455,0.0,0.40602574
456,0.0,0.66158813
457,0.0,0.30616525
458,0.0,0.43074495
459,1.0,0.37924013
460,0.0,0.26913226
461,0.0,0.14354791
462,0.0,0.25999033
463,0.0,0.33381933
464,0.0,0.23912019
465,1.0,0.68393725
466,0.0,0.50441885
467,0.0,0.30762663
468,1.0,0.6197332
469,0.0,0.57492185
470,1.0,0.76095253
471,0.0,0.3215736
472,0.0,0.23741524
473,1.0,0.47840175
474,0.0,0.22292285
475,0.0,0.517581
476,0.0,0.17769924
477,0.0,0.5709184
478,1.0,0.37368524
479,0.0,0.35006228
480,1.0,0.5895464
481,1.0,0.14494957
482,0.0,0.33729982
483,0.0,0.40749893
484,1.0,0.5582016
485,0.0,0.29775324
486,0.0,0.3340035
487,1.0,0.25178435
488,1.0,0.32140163
489,0.0,0.63100487
490,0.0,0.5007002
491,0.0,0.35013613
492,1.0,0.39005852
493,0.0,0.42280126
494,0.0,0.39445853
495,1.0,0.604005
496,0.0,0.33104455
497,1.0,0.60656714
498,0.0,0.44329116
499,0.0,0.1663617
500,0.0,0.27261508
501,0.0,0.4279696
502,0.0,0.27719283
503,1.0,0.63378423
504,0.0,0.43630135
505,0.0,0.25926426
506,0.0,0.1522302
507,0.0,0.5913211
508,0.0,0.31612766
509,0.0,0.38058054
510,1.0,0.26288056
511,0.0,0.73716336
512,0.0,0.27431262
513,1.0,0.5689546
514,0.0,0.5111814
515,0.0,0.7363018
516,0.0,0.22057374
517,0.0,0.41278878
518,1.0,0.4305005
519,0.0,0.2825922
520,0.0,0.22194955
521,0.0,0.2579052
522,0.0,0.3993068
523,0.0,0.29889926
524,0.0,0.35209373
525,0.0,0.19341777
526,1.0,0.34089217
527,1.0,0.6535089
528,1.0,0.27396253
529,0.0,0.41303697
530,1.0,0.38202795
531,0.0,0.17473048
532,0.0,0.40942353
533,0.0,0.30503348
534,1.0,0.2695185
535,0.0,0.3213852
536,0.0,0.42124504
537,0.0,0.25373104
538,0.0,0.6489456
539,0.0,0.6552167
540,0.0,0.22350332
541,0.0,0.26914656
542,1.0,0.696954
543,0.0,0.2060395
544,1.0,0.27164534
545,0.0,0.8339338
546,0.0,0.2351246
547,0.0,0.28015283
548,1.0,0.6352284
549,0.0,0.5196979
550,0.0,0.4853722
551,0.0,0.22319265
552,0.0,0.5236215
553,0.0,0.3208548
554,0.0,0.6397796
555,0.0,0.16825883
556,0.0,0.4402004
557,0.0,0.2344494
558,0.0,0.523554
559,0.0,0.4637828
560,0.0,0.21266624
561,0.0,0.2002327
562,0.0,0.683889
563,1.0,0.39891425
564,0.0,0.3296011
565,1.0,0.703651
566,1.0,0.5637384
567,1.0,0.39095023
568,1.0,0.3772583
569,0.0,0.34439138
570,0.0,0.46071285
571,1.0,0.51343274
572,0.0,0.2448259
573,0.0,0.32547253
574,0.0,0.25887966
575,0.0,0.58232033
576,0.0,0.20397337
577,0.0,0.21133165
578,0.0,0.24815042
579,0.0,0.596132
580,1.0,0.37902978
581,0.0,0.34149635
582,0.0,0.61448467
583,0.0,0.5651119
584,0.0,0.16106014
585,0.0,0.26582974
586,0.0,0.29305792
587,1.0,0.65624976
588,1.0,0.18374877
589,0.0,0.29637095
590,0.0,0.34712997
591,0.0,0.21001379
592,0.0,0.23371413
593,0.0,0.22139199
594,0.0,0.22057267
595,0.0,0.33040833
596,0.0,0.42792374
597,0.0,0.22298843
598,0.0,0.30887917
599,0.0,0.35443622
600,1.0,0.7014454
601,0.0,0.86088705
602,1.0,0.7626907
603,0.0,0.28040087
604,1.0,0.5515956
605,0.0,0.45346838
606,0.0,0.23231177
607,0.0,0.23099002
608,0.0,0.31603977
609,1.0,0.7664574
610,0.0,0.5099846
611,1.0,0.5664916
612,0.0,0.5941203
613,0.0,0.3760171
614,0.0,0.21043405
615,0.0,0.27214754
616,0.0,0.20226231
617,1.0,0.46225104
618,0.0,0.13991638
619,0.0,0.42474145
620,0.0,0.37048998
621,1.0,0.23692521
622,0.0,0.41075516
623,1.0,0.70878863
624,0.0,0.5253014
625,0.0,0.49373156
626,0.0,0.34901276
627,0.0,0.26778683
628,0.0,0.63386875
629,0.0,0.29090163
630,0.0,0.48667237
631,0.0,0.31282002
632,0.0,0.32261524
633,1.0,0.43585443
634,0.0,0.6008148
635,1.0,0.49109086
636,0.0,0.44367483
637,0.0,0.4275946
638,0.0,0.30784184
639,1.0,0.3057234
640,0.0,0.2624683
641,0.0,0.3182408
642,0.0,0.23467015
643,0.0,0.54602236
644,0.0,0.26959842
645,1.0,0.5680692
